"SN","IMSI","ICCID","MSISDN","PO Number from client","PO number from Linksfield to Telkomsel"
"0015000016058507","510102015050936","8962100020150509362","6281120050936","H083-0901-2025-000133","POLF2025080067"
"0015000016058508","510102015050937","8962100020150509370","6281120050937","H083-0901-2025-000133","POLF2025080067"
"0015000016058509","510102015050938","8962100020150509388","6281120050938","H083-0901-2025-000133","POLF2025080067"
"0015000016058510","510102015050939","8962100020150509396","6281120050939","H083-0901-2025-000133","POLF2025080067"
"0015000016058511","510102015050940","8962100020150509404","6281120050940","H083-0901-2025-000133","POLF2025080067"
"0015000016058512","510102015050941","8962100020150509412","6281120050941","H083-0901-2025-000133","POLF2025080067"
"0015000016058513","510102015050942","8962100020150509420","6281120050942","H083-0901-2025-000133","POLF2025080067"
"0015000016058514","510102015050943","8962100020150509438","6281120050943","H083-0901-2025-000133","POLF2025080067"
"0015000016058515","510102015050944","8962100020150509446","6281120050944","H083-0901-2025-000133","POLF2025080067"
"0015000016058516","510102015050945","8962100020150509453","6281120050945","H083-0901-2025-000133","POLF2025080067"
"0015000016058517","510102015050946","8962100020150509461","6281120050946","H083-0901-2025-000133","POLF2025080067"
"0015000016058518","510102015050947","8962100020150509479","6281120050947","H083-0901-2025-000133","POLF2025080067"
"0015000016058519","510102015050948","8962100020150509487","6281120050948","H083-0901-2025-000133","POLF2025080067"
"0015000016058520","510102015050949","8962100020150509495","6281120050949","H083-0901-2025-000133","POLF2025080067"
"0015000016058521","510102015050950","8962100020150509503","6281120050950","H083-0901-2025-000133","POLF2025080067"
"0015000016058522","510102015050951","8962100020150509511","6281120050951","H083-0901-2025-000133","POLF2025080067"
"0015000016058523","510102015050952","8962100020150509529","6281120050952","H083-0901-2025-000133","POLF2025080067"
"0015000016058524","510102015050953","8962100020150509537","6281120050953","H083-0901-2025-000133","POLF2025080067"
"0015000016058525","510102015050954","8962100020150509545","6281120050954","H083-0901-2025-000133","POLF2025080067"
"0015000016058526","510102015050955","8962100020150509552","6281120050955","H083-0901-2025-000133","POLF2025080067"
"0015000016058527","510102015050956","8962100020150509560","6281120050956","H083-0901-2025-000133","POLF2025080067"
"0015000016058528","510102015050957","8962100020150509578","6281120050957","H083-0901-2025-000133","POLF2025080067"
"0015000016058529","510102015050958","8962100020150509586","6281120050958","H083-0901-2025-000133","POLF2025080067"
"0015000016058530","510102015050959","8962100020150509594","6281120050959","H083-0901-2025-000133","POLF2025080067"
"0015000016058531","510102015050960","8962100020150509602","6281120050960","H083-0901-2025-000133","POLF2025080067"
"0015000016058532","510102015050961","8962100020150509610","6281120050961","H083-0901-2025-000133","POLF2025080067"
"0015000016058533","510102015050962","8962100020150509628","6281120050962","H083-0901-2025-000133","POLF2025080067"
"0015000016058534","510102015050963","8962100020150509636","6281120050963","H083-0901-2025-000133","POLF2025080067"
"0015000016058535","510102015050964","8962100020150509644","6281120050964","H083-0901-2025-000133","POLF2025080067"
"0015000016058536","510102015050965","8962100020150509651","6281120050965","H083-0901-2025-000133","POLF2025080067"
"0015000016058537","510102015050966","8962100020150509669","6281120050966","H083-0901-2025-000133","POLF2025080067"
"0015000016058538","510102015050967","8962100020150509677","6281120050967","H083-0901-2025-000133","POLF2025080067"
"0015000016058539","510102015050968","8962100020150509685","6281120050968","H083-0901-2025-000133","POLF2025080067"
"0015000016058540","510102015050969","8962100020150509693","6281120050969","H083-0901-2025-000133","POLF2025080067"
"0015000016058541","510102015050970","8962100020150509701","6281120050970","H083-0901-2025-000133","POLF2025080067"
"0015000016058542","510102015050971","8962100020150509719","6281120050971","H083-0901-2025-000133","POLF2025080067"
"0015000016058543","510102015050972","8962100020150509727","6281120050972","H083-0901-2025-000133","POLF2025080067"
"0015000016058544","510102015050973","8962100020150509735","6281120050973","H083-0901-2025-000133","POLF2025080067"
"0015000016058545","510102015050974","8962100020150509743","6281120050974","H083-0901-2025-000133","POLF2025080067"
"0015000016058546","510102015050975","8962100020150509750","6281120050975","H083-0901-2025-000133","POLF2025080067"
"0015000016058547","510102015050976","8962100020150509768","6281120050976","H083-0901-2025-000133","POLF2025080067"
"0015000016058548","510102015050977","8962100020150509776","6281120050977","H083-0901-2025-000133","POLF2025080067"
"0015000016058549","510102015050978","8962100020150509784","6281120050978","H083-0901-2025-000133","POLF2025080067"
"0015000016058550","510102015050979","8962100020150509792","6281120050979","H083-0901-2025-000133","POLF2025080067"
"0015000016058551","510102015050980","8962100020150509800","6281120050980","H083-0901-2025-000133","POLF2025080067"
"0015000016058552","510102015050981","8962100020150509818","6281120050981","H083-0901-2025-000133","POLF2025080067"
"0015000016058553","510102015050982","8962100020150509826","6281120050982","H083-0901-2025-000133","POLF2025080067"
"0015000016058554","510102015050983","8962100020150509834","6281120050983","H083-0901-2025-000133","POLF2025080067"
"0015000016058555","510102015050984","8962100020150509842","6281120050984","H083-0901-2025-000133","POLF2025080067"
"0015000016058556","510102015050985","8962100020150509859","6281120050985","H083-0901-2025-000133","POLF2025080067"
"0015000016058557","510102015050986","8962100020150509867","6281120050986","H083-0901-2025-000133","POLF2025080067"
"0015000016058558","510102015050987","8962100020150509875","6281120050987","H083-0901-2025-000133","POLF2025080067"
"0015000016058559","510102015050988","8962100020150509883","6281120050988","H083-0901-2025-000133","POLF2025080067"
"0015000016058560","510102015050989","8962100020150509891","6281120050989","H083-0901-2025-000133","POLF2025080067"
"0015000016058561","510102015050990","8962100020150509909","6281120050990","H083-0901-2025-000133","POLF2025080067"
"0015000016058562","510102015050991","8962100020150509917","6281120050991","H083-0901-2025-000133","POLF2025080067"
"0015000016058563","510102015050992","8962100020150509925","6281120050992","H083-0901-2025-000133","POLF2025080067"
"0015000016058564","510102015050993","8962100020150509933","6281120050993","H083-0901-2025-000133","POLF2025080067"
"0015000016058565","510102015050994","8962100020150509941","6281120050994","H083-0901-2025-000133","POLF2025080067"
"0015000016058566","510102015050995","8962100020150509958","6281120050995","H083-0901-2025-000133","POLF2025080067"
"0015000016058567","510102015050996","8962100020150509966","6281120050996","H083-0901-2025-000133","POLF2025080067"
"0015000016058568","510102015050997","8962100020150509974","6281120050997","H083-0901-2025-000133","POLF2025080067"
"0015000016058569","510102015050998","8962100020150509982","6281120050998","H083-0901-2025-000133","POLF2025080067"
"0015000016058570","510102015051001","8962100020150510014","6281120051001","H083-0901-2025-000133","POLF2025080067"
"0015000016058571","510102015051002","8962100020150510022","6281120051002","H083-0901-2025-000133","POLF2025080067"
"0015000016058572","510102015051003","8962100020150510030","6281120051003","H083-0901-2025-000133","POLF2025080067"
"0015000016058573","510102015051004","8962100020150510048","6281120051004","H083-0901-2025-000133","POLF2025080067"
"0015000016058574","510102015051005","8962100020150510055","6281120051005","H083-0901-2025-000133","POLF2025080067"
"0015000016058575","510102015051006","8962100020150510063","6281120051006","H083-0901-2025-000133","POLF2025080067"
"0015000016058576","510102015051007","8962100020150510071","6281120051007","H083-0901-2025-000133","POLF2025080067"
"0015000016058577","510102015051008","8962100020150510089","6281120051008","H083-0901-2025-000133","POLF2025080067"
"0015000016058578","510102015051009","8962100020150510097","6281120051009","H083-0901-2025-000133","POLF2025080067"
"0015000016058579","510102015051010","8962100020150510105","6281120051010","H083-0901-2025-000133","POLF2025080067"
"0015000016058580","510102015051011","8962100020150510113","6281120051011","H083-0901-2025-000133","POLF2025080067"
"0015000016058581","510102015051012","8962100020150510121","6281120051012","H083-0901-2025-000133","POLF2025080067"
"0015000016058582","510102015051013","8962100020150510139","6281120051013","H083-0901-2025-000133","POLF2025080067"
"0015000016058583","510102015051014","8962100020150510147","6281120051014","H083-0901-2025-000133","POLF2025080067"
"0015000016058584","510102015051015","8962100020150510154","6281120051015","H083-0901-2025-000133","POLF2025080067"
"0015000016058585","510102015051016","8962100020150510162","6281120051016","H083-0901-2025-000133","POLF2025080067"
"0015000016058586","510102015051017","8962100020150510170","6281120051017","H083-0901-2025-000133","POLF2025080067"
"0015000016058587","510102015051018","8962100020150510188","6281120051018","H083-0901-2025-000133","POLF2025080067"
"0015000016058588","510102015051019","8962100020150510196","6281120051019","H083-0901-2025-000133","POLF2025080067"
"0015000016058589","510102015051020","8962100020150510204","6281120051020","H083-0901-2025-000133","POLF2025080067"
"0015000016058590","510102015051021","8962100020150510212","6281120051021","H083-0901-2025-000133","POLF2025080067"
"0015000016058591","510102015051022","8962100020150510220","6281120051022","H083-0901-2025-000133","POLF2025080067"
"0015000016058592","510102015051023","8962100020150510238","6281120051023","H083-0901-2025-000133","POLF2025080067"
"0015000016058593","510102015051024","8962100020150510246","6281120051024","H083-0901-2025-000133","POLF2025080067"
"0015000016058594","510102015051025","8962100020150510253","6281120051025","H083-0901-2025-000133","POLF2025080067"
"0015000016058595","510102015051026","8962100020150510261","6281120051026","H083-0901-2025-000133","POLF2025080067"
"0015000016058596","510102015051027","8962100020150510279","6281120051027","H083-0901-2025-000133","POLF2025080067"
"0015000016058597","510102015051028","8962100020150510287","6281120051028","H083-0901-2025-000133","POLF2025080067"
"0015000016058598","510102015051029","8962100020150510295","6281120051029","H083-0901-2025-000133","POLF2025080067"
"0015000016058599","510102015051030","8962100020150510303","6281120051030","H083-0901-2025-000133","POLF2025080067"
"0015000016058600","510102015051031","8962100020150510311","6281120051031","H083-0901-2025-000133","POLF2025080067"
"0015000016058601","510102015051032","8962100020150510329","6281120051032","H083-0901-2025-000133","POLF2025080067"
"0015000016058602","510102015051033","8962100020150510337","6281120051033","H083-0901-2025-000133","POLF2025080067"
"0015000016058603","510102015051034","8962100020150510345","6281120051034","H083-0901-2025-000133","POLF2025080067"
"0015000016058604","510102015051035","8962100020150510352","6281120051035","H083-0901-2025-000133","POLF2025080067"
"0015000016058605","510102015051036","8962100020150510360","6281120051036","H083-0901-2025-000133","POLF2025080067"
"0015000016058606","510102015051037","8962100020150510378","6281120051037","H083-0901-2025-000133","POLF2025080067"
"0015000016058607","510102015051038","8962100020150510386","6281120051038","H083-0901-2025-000133","POLF2025080067"
"0015000016058608","510102015051039","8962100020150510394","6281120051039","H083-0901-2025-000133","POLF2025080067"
"0015000016058609","510102015051040","8962100020150510402","6281120051040","H083-0901-2025-000133","POLF2025080067"
"0015000016058610","510102015051041","8962100020150510410","6281120051041","H083-0901-2025-000133","POLF2025080067"
"0015000016058611","510102015051042","8962100020150510428","6281120051042","H083-0901-2025-000133","POLF2025080067"
